,Ln,Dn,Ds,DForm,OForm,Box,WR,RB,TE,Play,Player,Type,Yards,description,YTEZ,YTG,PassDown,Block,RollingAvg5,RollingAvg10,RollingAvg20,RollingAvg40,TypeNum,YardsGained,NetYards,Catch,Success,NetSuccess,3yds,PenaltyYards,FirstDown,BigPlay,BigPlay10+,BigPlay20+,BigPlay30+,BigPlay40+,Game,PlayNum,Year
225,o20,1,10,4-3 even,shotgun 3-wide,7.5,2.0,1.0,2.0,post,bell,pass,inc,"
not quite td #1. bell(route -) gets press coverage and gets off the line but cannot generate meaningful separation from his guy. mtsu has no deep safety, so post is obvious primary read. patterson hits it; i guess you could say he could throw bell open a little more by throwing it farther inside. instead on point and a little up; bell can’t make a heavily contested catch. (ca, 2, protection 3/3). mansome charbonnet pickup #1.
",20,10,0,,0.4,0.4444444444444444,0.4444444444444444,0.4444444444444444,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,9,2019
226,o20,2,10,4-3 over,shotgun twins twin te,7,2.0,1.0,2.0,flare screen,charbonnet,pass,4,"
another five man rush and this looks like it’s about to be set up well but patterson throws the screen a beat too early, which allows the playside end to recover and tackle when charbonnet cuts inside a good open field block from mayfield(+1). eubanks got off balance on his but it was going to be enough, probably, to put charbonnet one on one with the s for 6. rps +1. (ma, 3, screen)
",20,10,1,,0.4,0.5,0.5,0.5,1,4.0,4.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,10,2019
227,o16,3,6,exotic,shotgun 3-wide,7,3.0,1.0,1.0,corner,bell,pass,inc,"
mtsu shows a pure zero blitz and runs it. ruiz(-2) counts wrong, it appears, and sets left when m has numbers there; nt up the middle untouched, forcing patterson to chuck one up off his back foot. bell’s open since his dude lined up with inside leverage; patterson just misses. (pr, 0, protection 1/3)
",16,6,1,,0.6,0.5,0.5454545454545454,0.5454545454545454,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,11,2019
228,m48,1,10,nickel under,shotgun trips,6,3.0,1.0,1.0,inside zone,turner,run,11,"
sure sign your qb blew a read: rb runs the same route the qb would have, later, and gets a chunk. so it is here. patterson(-2) has a pull, gives. mtsu slants so hard playside that none of the blocks can do anything but push guys left and force the cutback to the shuffle de. ruiz(+0.5) and mayfield(+0.5) get pushes and at least give turner(+3) a shot. turner executes enforced cutback and is able to stop-start the de, busting past him to make this yardage. then he trucks a db, falls on some guys, is technically down but too bad ass to be down, and gets a first down. yes sir.
",52,10,0,,0.6,0.6,0.5833333333333334,0.5833333333333334,0,11.0,11.0,,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-mtsu,12,2019
229,o41,1,10,30 nickel slide,shotgun trips,6,3.0,1.0,1.0,comeback,black,pass,10,"
black(route +) snaps off a comeback route that comes back to the sticks; easy pitch and catch. not enough for a minus but hayes again gets put in patterson’s lap a little bit. (ca, 3, protection 2/2)
",41,10,0,,0.6,0.6,0.5384615384615384,0.5384615384615384,1,10.0,10.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-mtsu,13,2019
230,o31,1,10,30 nickel slide,shotgun 3-wide qb,7,2.0,1.0,1.0,inside zone,turner,run,3,"
onwenu(-2) doesn’t read the overload to the te side and the implied slant to him; he goes for the nose and a de zips by him untouched. hayes(+1) and bredeson(+1) gave the other de the business, with hayes popping off on a charging lb, so turner’s got a shot. he has to go too close to hayes and his guy because of the chaser and gets knocked off balance by hitting someone’s legs. also: mccaffrey, jet motion.
",31,10,0,,0.8,0.6,0.5714285714285714,0.5714285714285714,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,14,2019
231,o28,2,7,,shotgun 3-wide qb,,2.0,1.0,1.0,illegal sub,,penalty,-5,"
black wanders on, then wanders off. this is illegal now.
",28,7,0,,0.6,0.5,0.5333333333333333,0.5333333333333333,0,-5.0,-5.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,15,2019
232,o33,2,12,base 3-4,shotgun 3-wide,7,2.0,1.0,1.0,screen,mccaffrey,pass,1,"
jet fake to mccaffrey, dropback, attempted screen to him. mayfield(-2) pass sets forever and then never releases downfield, instead posting up and looking for someone coming to him four yards in the backfield. ruiz(+0.5) gets a piece of a guy and there’s a lane maybe if mayfield can get to the los and lock a guy out. instead that guy tackles. (ca, 3, screen)
",33,12,1,,0.4,0.5,0.5,0.5,1,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,16,2019
233,o32,3,11,5-0 dime,shotgun 4-wide,5.5,4.0,1.0,0.0,sack,,pass,-10,"
btn sucks so i have no idea what’s happening downfield. m has a couple of underneath mesh routes that could get some yards. patterson could and should get the ball out before he gets whacked, probably—just punt it to collins—but also haskins(-2) gets worked by a blitzer off the corner. (ta, 0, protection 0/2)
",32,11,1,,0.4,0.5,0.5294117647058824,0.5294117647058824,1,-10.0,-10.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,17,2019
234,o39,1,10,4-3 over,shotgun twins twin te,7,2.0,1.0,2.0,inside zone,wilson,run,3,"
this should probably be a pull too (patterson -1) but i’m getting suspicious these are legit reads. mckeon makes me think they are, and the edge is wide open. alas. mtsu slants away here and again onwenu(-1) doesn’t get a block. dt over him slants to mayfield, mayfield blocks him, he stops. wlb is unharrassed and thunks wilson after a few. ruiz(+1) fired his guy down the line to give wilson some room to move away from the crashing de; hayes(+0.5) and bredeson(+0.5) got solid second level blocks on free releases.
",39,10,0,,0.6,0.6,0.5555555555555556,0.5555555555555556,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,18,2019
235,o36,2,7,4-3 over,shotgun twin twin te,7,2.0,1.0,2.0,seam,black,pass,36,"
as ace pointed out on twitter, actually a shame this db falls down because black(route +) does him dirty on the los and dude is beat. patterson hangs the throw up since black’s got nobody in the zip code, easy td. wilson gets trucked on a blitz pickup and yes, he made it, but patterson does get a little pressure since wilson took the contact instead of cutting the guy. still works, not ideal. (ca, 3, protection 2/2)
",36,7,0,,0.4,0.6,0.5263157894736842,0.5263157894736842,1,36.0,36.0,1.0,1.0,1.0,1,0,0,1,1,1,1,0,2019-offense-vs-mtsu,19,2019
236,m33,1,10,4-3 under,shotgun 3-wide,7.5,3.0,1.0,1.0,auburn arc pa,patterson,pass,5,"
m does its damndest to sell an arc keeper from patterson, with the idea that the cb will jet past collins’s crappy-on-purpose block and then michigan gets all the yards. cb doesn’t buy it and patterson(+1) gets what he can on the edge. didn’t work but i love this call to bits. (scr, n/a, protection n/a)
",67,10,0,,0.6,0.6,0.55,0.55,1,5.0,5.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,20,2019
237,m38,2,5,nickel over,shotgun 3-wide,6.5,3.0,1.0,1.0,rpo slant,black,pass,22,"
power rpo look erases the lb level and overhang s, patterson pulls and nails a very open black, who is one real nice safety tackle from a touchdown. (ca, 3, rpo, rps +2)
",62,5,0,,0.8,0.6,0.55,0.5714285714285714,1,22.0,22.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-mtsu,21,2019
238,o40,1,10,4-3 under,shotgun twins twin te,7.5,2.0,1.0,2.0,rpo slant,black,pass,12,"
even easier as mtsu puts six guys on the los and sends them, with the lb level gone on the pa. black is all alone, pull, fire, first down. (ca, 3, rpo, rps +1). little chance of a td here, so rps reduced.
",40,10,0,,0.8,0.6,0.6,0.5909090909090909,1,12.0,12.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-mtsu,22,2019
239,o28,1,10,4-3 over,shotgun twins twin te,7,2.0,1.0,2.0,post,collins,pass,28,"
pa gets one deep safety to bite. second deep safety called into action on a eubanks wheel. double posts from the wrs; bell’s to the interior draws all the attention, leaving collins against a guy. collins (route +) torches this dude. patterson leaves it short, which doesn’t matter at all because collins can jump over this guy’s head. (ca, 2, protection 2/2)
",28,10,0,,0.8,0.7,0.65,0.6086956521739131,1,28.0,28.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-mtsu,23,2019
240,m41,1,10,nickel over,shotgun 3-wide,6,3.0,1.0,1.0,pin and pull,turner,run,7,"
twist run blitz from m handled pretty well. mayfield gets a dl shooting inside of him. lb also firing inside. bredeson(+1) is pulling. he stops. he’s enough of an obstacle for turner to zip through. lb shoots outside and tries to get around onwenu, falling. gets an arm on turner, turner(+0.5) pushes through it. push for onwenu. mckeon(+0.5) and bell(+0.5) get good second level blocks; mckeon’s is pretty close to free. turner did a good job to get through the line but probably can get a chunk more if he goes straight. instead he starts trying to evade when bell’s guy has leverage. a few yards left on the field.
",59,10,0,,1.0,0.7,0.65,0.625,0,7.0,7.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,24,2019
241,m48,2,3,nickel over,shotgun 3-wide,6,2.0,1.0,2.0,inside zone,turner,run,2,"
patterson(-2) misses a blinding keep read. both mtsu fire, no edge at all except the overhang lb. ruiz(+1) and onwenu(+1) eject one dt and get the lb. mckeon(-1) gets driven by a de, potentially preventing a cutback.
",52,3,0,,0.8,0.7,0.6,0.6,0,2.0,2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,25,2019
242,50,3,1,4-3 over,shotgun 2te twins,7,2.0,1.0,2.0,split zone,turner,run,3,"
jet fake to bell. backside is the jet side and it’s wide open. mayfield(+1) and onwenu(+0.5) crush a dt; mckeon(+1) and eubanks(+1) both get movement. turner just has to hit the gap.
",50,1,0,,0.6,0.7,0.6,0.5769230769230769,0,3.0,3.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,26,2019
243,o47,1,10,nickel even,shotgun 3-wide,6,2.0,1.0,2.0,pa te slant,mckeon,pass,inc,"
regular pa with bredeson pulling as if to run power; lb level erased and mckeon breaks wide open for a first down. patterson’s pass is batted down. (ba, 0, protection 1/1, rps +1)
",47,10,0,,0.4,0.6,0.55,0.5555555555555556,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,27,2019
244,o47,2,10,5-1 nickel split,shotgun twins twin te,7,2.0,1.0,2.0,screen,turner,pass,2,"
set up well. onwenu releases downfield; db runs by him and gets in a desperate arm wave at turner’s(-1) ankles, which gets him off balance and eventually puts him on the ground. ruiz(+1) had found a guy coming off a eubanks block and with michigan dodging a blitz to the back side this is blocked to the s if turner can just keep his feet. (ca, 3, screen, rps +1)
",47,10,1,,0.4,0.6,0.6,0.5714285714285714,1,2.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,28,2019
245,o45,3,8,okie one,shotgun trips,6.5,3.0,1.0,1.0,in,collins,pass,inc,"
the collins drop. six man rush picked up; patterson zips it in for the first down, and nobody’s perfect. anymore. (ca, 3, protection 3/3)
",45,8,1,,0.4,0.7,0.65,0.5862068965517241,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,29,2019
246,o28,1,10,5-3 even,shotgun 3-wide,8,3.0,1.0,1.0,corner,bell,pass,inc,"
cover zero look so okay deep. man coverage on the slot; bell (route +) gets into his man, drives into him with his body, and then releases. guy falls down. patterson already in his throwing motion as the guy falls so has to throw it like there’s coverage, and he just misses. as mentioned in the game column, this is not a drop. bell can barely get a fingertip on this. (ma, 1, protection 3/3). another six man rush here, these guys get after it.
",28,10,0,,0.6,0.7,0.65,0.6,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,30,2019
247,o28,2,10,30 nickel slide,shotgun 3-wide,6.5,2.0,1.0,2.0,seam,mckeon,pass,28,"
four verts. iirc michigan didn’t run four verts at all last year. patterson anticipates mckeon breaking past a flat-footed lb and gets it out in rhythm. he keeps it away from the mlb; mckeon catches it and turns around, running through a safety tackle for six. (do, 3, protection 2/2)
",28,10,1,,0.8,0.7,0.65,0.6129032258064516,1,28.0,28.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-mtsu,31,2019
248,m39,1,10,5-1 nickel split,shotgun 3-wide,6,3.0,1.0,1.0,screen,charbonnet,pass,5,"
playside de doesn’t buy this and is able to flow out. ruiz(-0.5) and onwenu(-0.5) both take angles that are too shallow, so charbonnet runs by them and they have no angles for their blocks. charbonnet shifts and that gives de opp to tackle from behind. (ca, 3, screen)
",61,10,0,,1.0,0.7,0.65,0.625,1,5.0,5.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,32,2019
249,m44,2,5,5-1 nickel split,shotgun 3-wide,6,3.0,1.0,1.0,te out,mckeon,pass,9,"
double outs to the field, cb way off, this is dead simple. (ca, 3, protection 1/1,rps +1)
",56,5,0,,1.0,0.7,0.7,0.6363636363636364,1,9.0,9.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,33,2019
250,o47,1,10,30 nickel slide,shotgun 3-wide,6,3.0,1.0,1.0,hitch,johnson,pass,10,"
long hitch to the field sideline is a bit high, necessitating a leaping catch from johnson; he’s delayed but manages to stretch across the line to stop the clock. (ma, 2, protection 1/1)
",47,10,0,,1.0,0.7,0.7,0.6470588235294118,1,10.0,10.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-mtsu,34,2019
251,o37,1,10,30 nickel slide,shotgun 3-wide,6,3.0,1.0,1.0,post,bell,pass,inc,"
mills-ish, with a post behind an in route. s jumps, cb playing outside leverage, a ton of field to throw bell open in. patterson misses badly. (in, 0, protection 2/2). another mansome pickup from charbonnet.
",37,10,0,,1.0,0.8,0.75,0.6571428571428571,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,35,2019
252,o37,2,10,30 nickel slide,shotgun 3-wide,6,3.0,1.0,1.0,screen,charbonnet,pass,inc,"
ugh, this is going to be a monster gain as m catches a cb blitz and everyone’s gone, with just two defenders in the area and three blockers. patterson airmails the screen. tacopants gets fed. (inx, 0, screen, rps +2)
",37,10,1,,1.0,0.9,0.8,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,36,2019
253,o37,3,10,okie one,shotgun 4-wide,6,3.0,1.0,1.0,sack,,pass,-4 (pen +10),"
mayfield(-1) beat around the corner by a blitzer. it’s at 9-10, but it is quick. patterson tries to slide up in the pocket but can’t as everyone’s getting pushed back; there’s also a looping stunt; sacked. (pr, n/a, protection 0/2, team -1). michigan gets a gift in the form of a very dubious holding call on johnson, refs +2.
",37,10,1,,1.0,1.0,0.8,0.6756756756756757,1,,6.0,,,1.0,0,10,1,0,0,0,0,0,2019-offense-vs-mtsu,37,2019
254,o27,1,10,5-1 nickel split,shotgun 3-wide,7,3.0,1.0,1.0,outside zone,charbonnet,run,4,"
trying to hit it outside but not quite; johnson(-1) is cracking but doesn’t go after a dude, instead he stops. hayes got a shove in on emlos to kick him out with mckeon; lack of crack means he can’t run to johnson’s guy and there are unblocked lbs in the middle. bredeson(+1) whomped a dude; ruiz got a decent attempt at a reach. charbonnet(+0.5) runs into the pile and grinds it.
",27,10,0,,1.0,1.0,0.8,0.6842105263157895,0,4.0,4.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,38,2019
255,o23,2,6,30 nickel slide,shotgun 3-wide,6,3.0,1.0,1.0,hitch,bell,pass,inc,"
cb blitz gets m here as they set the line right and a lb backs out. charbonnet is picking which guy to let through, and picks correctly. patterson gets the ball out here but gets clunked on the throw, causing a high wobbler. (pr, 0, protection 0/2, team -2)
",23,6,0,,0.8,0.9,0.8,0.6666666666666666,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,39,2019
256,o23,3,6,5-1 nickel split,shotgun 3-wide,6,3.0,1.0,1.0,hitch,johnson,pass,9,"
johnson pops open (route+) by getting the cb to commit his hips outside and then stopping. patterson misses badly, throwing a ball well upfield of johnson that could be a pbu or int against better teams. johnson bails patterson out. (in, 1, protection 2/2). it has been asserted via screenshot that m hurried to the line to spike the ball because they were afraid this was getting overturned. nope.
",23,6,1,,0.8,0.9,0.8,0.675,1,9.0,9.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,40,2019
257,o14,1,10,okie zero,spike form,8,3.0,1.0,1.0,spike,,,,"
spike is very bad.
",14,10,0,,0.8,0.9,0.8,0.675,0,,,,,,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,41,2019
258,o14,2,10,4-3 under,shotgun 3-wide,7,3.0,1.0,1.0,scramble,patterson,pass,5,"
sainristil(route -) gets jammed to oblivion; johnson(route -) also loses and has a guy over the top. bell may be open on a circle route. m has max pro on and picks up a blitz; patterson could stay in the pocket but why. instead he takes off for what he can get. have to think this goes differently with black/collins. (scr, n/a, protection 2/2)
",14,10,1,,0.6,0.8,0.75,0.675,1,5.0,5.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,42,2019
259,o9,3,5,5-1 nickel split,shotgun 3-wide,6,3.0,1.0,1.0,corner,sainristil,pass,inc,"
safe, meh. sainristil in the slot, gets outside of a guy with outside leverage but no separation. patterson’s pass is accurate but no window; pbu. if this is collins… (ca, 0, protection 1/1, rps -1)
",9,5,1,,0.6,0.8,0.75,0.7,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,43,2019
260,m20,1,10,nickel even,shotgun twins twin te,6.5,2.0,1.0,2.0,pin and pull,turner,run,8,"
onwenu(+1) finds and turns in the playside end on his pull. mckeon gets hit by that guy and ends up blocking a lb on the second level but probably the wrong one, playside guy is free. eubanks(+1) gets a secondary member. turner(+1) has to deal with the other lb and is able to outrun him to the corner, breaking a tackle and then dodging back inside the eubanks block as that goes into the benches.
",80,10,0,,0.8,0.8,0.75,0.7,0,8.0,8.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,44,2019
261,m28,2,2,nickel even,shotgun trips h,6,3.0,1.0,1.0,arc zone keeper,patterson,run,12,"
this has been there all day, finally a patterson(+1) pull and jet. eubanks(+1) leads out and gets an extended, eventual pancake on a db. rps +2. mayfield(+1) clobbered the playside dt inside fwiw.
",72,2,0,,0.6,0.7,0.75,0.675,0,12.0,12.0,,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-mtsu,45,2019
262,m40,1,10,30 nickel slide,shotgun trips h,6,3.0,1.0,1.0,inside zone,turner,run,4,"
patterson(-2) again misses a blindingly obvious read; this is even more vastly open than the last one. no keep means eubanks is spent on the arc and m is blocking 5 v 6 in the box. they slant playside and while the blocks are decent turner(+0.5) has to avoid the cutback because of the shuffle de. he cuts to the opponent side of bredeson’s block and gets grabbed; he’s able to drag this guy a few yards. onwenu(+1) blasted his guy to help create the hole. ruiz(+1) got a big second level block; hayes(+0.5) did decently on his.
",60,10,0,,0.4,0.6,0.75,0.675,0,4.0,4.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,46,2019
263,m44,2,6,30 nickel slide,shotgun 3-wide,6.5,3.0,1.0,1.0,inside zone,charbonnet,run,9,"
double blitz from the boundary; m runs a zone play that’s probably designed to cut back. mckeon(+1) uses shuffle hesitation to reach the backside end. hayes(+1) gets a jarring second level block. bredeson(+1) fires the nt down the line, big gap up the gut for charbonnet. thought charbonnet could have used the hayes block a little better.
",56,6,0,,0.4,0.5,0.75,0.65,0,9.0,9.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,47,2019
264,o47,1,10,nickel even,shotgun 3-wide,6,3.0,1.0,1.0,middle te screen,eubanks,pass,inc (pen -5),"
flare screen fake. mtsu drops a dt right into the middle of the field, in front of eubanks. patterson has three guys running at him and punts it up in the general direction of eubanks, over everyone’s head, incomplete. dangerous. should have turfed it in charbonnet’s direction (br, 0, screen, rps -2) ruiz gets an illegal man downfield penalty; eubanks is at the los but this goes over his head so they call it. whatever.
",47,10,0,,0.2,0.4,0.7,0.65,1,,,0.0,,,0,-5,0,0,0,0,0,0,2019-offense-vs-mtsu,48,2019
265,m48,1,15,4-3 over,shotgun trips tight bunch,7,2.0,1.0,2.0,inside zone,charbonnet,run,6,"
another blinding keep read; these can’t be reads? patterson(-2), i guess, because he’s got orbit motion and an arc blocker and there is one blue raider to the giant wide open field. m gets yards anyway as ruiz, bredeson, onwenu, and mayfield have extended doubles on dts that just grind downfield. +0.5 each. charbonnet(+1) dodges the extra guy in the backfield.
",52,15,0,,0.2,0.5,0.7,0.675,0,6.0,6.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,49,2019
266,o46,2,9,nickel even,shotgun 2te twins,6,2.0,1.0,2.0,te post,mckeon,pass,inc,"
mckeon threatens to break out and then comes back inside; he gets inside and has a step on the cb. patterson fires it in the buttzone, allowing mckeon to go up and get it; almost a big play and then the db is able to punch it out. (do, 1, protection 2/2)
",46,9,1,,0.2,0.4,0.65,0.65,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,50,2019
267,o46,3,9,30 nickel slide,shotgun trips,6,3.0,1.0,1.0,sack,,pass,-9,"
i have no idea what’s going on downfield because btn. patterson sits and holds this a long time, pumping and then not throwing. this gives a dt time to loop around mayfield(-1) and patterson gets tripped up as he tries to leave the pocket. throw the ball plz. (ta, 0, protection ½)
",46,9,1,,0.4,0.4,0.65,0.65,1,-9.0,-9.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,51,2019
268,m25,1,10,nickel over,shotgun trips te,6,2.0,1.0,2.0,inside zone,charbonnet,run,13,"
mckeon(+1) kicks out a te widened out over him. hayes(+2) puts the playside dt across the formation. lbs bury themselves in the frontside, giant gap backside charbonnet hits.
",75,10,0,,0.6,0.5,0.65,0.65,0,13.0,13.0,,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-mtsu,52,2019
269,m38,1,10,4-3 over,shotgun twins twin te,7,2.0,1.0,2.0,arc zone keeper,patterson,run,-2,"
patterson(-1) and wilson(-2) conspire to fumble the mesh point. patterson had pulled and was going to get a giant gain unless the one dude out there was able to do something heroic. rps +2.
",62,10,0,,0.6,0.4,0.6,0.65,0,-2.0,-2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,53,2019
270,m36,2,12,4-3 even,shotgun trips tight bunch,7.5,2.0,1.0,2.0,pa post,black,pass,inc,"
excellent pickup by the ol; patterson has time. this is flood, with black taking three guys deep. eubanks is open for a chunk. bell, who went in orbit motion again, is all alone. patterson loads up to throw to the triple-covered guy. (brx, 0, protection 3/3)
",64,12,1,,0.4,0.3,0.55,0.625,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,54,2019
271,m36,3,12,exotic,shotgun 4-wide,5.5,3.0,1.0,1.0,te cross,mckeon,pass,inc,"
ruiz and onwenu(-1) get split by a dt; ruiz is ok but onwenu has to find his guy faster. also ruiz pursues and sits on the guy as he runs by patterson. patterson does have to move up in the pocket and the play’s timing is off. he tries to hit mckeon but has no window and wings it wide. i don't see any good options for him. (pr, 0, protection ½)
",64,12,1,,0.6,0.4,0.55,0.65,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,55,2019
272,o44,1,10,nickel over,shotgun trips h,6,3.0,1.0,1.0,arc zone keeper,mccaffrey,run,11,"
it’s still wide open with mtsu spending three guys to the covered wr side. mccaffrey(+1) pulls, shuffle de never goes out, arc on the cb to the field, free first down, rps +2.
",44,10,0,,0.6,0.5,0.55,0.675,0,11.0,11.0,,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-mtsu,56,2019
273,o33,1,10,5-1 nickel split,shotgun twin te,6,2.0,1.0,1.0,delay,,penalty,-5,"
dual qbs again.
",33,10,0,,0.4,0.5,0.5,0.65,0,-5.0,-5.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,57,2019
274,o38,1,15,4-3 even,shotgun twin te qb,7,2.0,1.0,1.0,qb pin and pull,patterson,run,8,"
mccaffrey jet, pin and pull the other way. mckeon(+1) fires in de. big gap. eubanks(+1) finds a second level guy and proceeds to put him in the sideline. hayes(-1) violates never turn upfield, turning around on eubanks’s dude and never blocking anyone. ruiz gets a bump on a guy but falls down. patterson(+0.5) is able to navigate around the eubanks block for a solid gain.
",38,15,0,,0.4,0.5,0.45,0.625,0,8.0,8.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,58,2019
275,o31,2,7,nickel even,shotgun trips h,6.5,3.0,1.0,1.0,zone read keeper,mccaffrey,run,9,"
no arc this time, also no edge. mccaffrey(+1) pulls, free first down, rps +2, what is this dc doing.
",31,7,0,,0.4,0.4,0.45,0.625,0,9.0,9.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,59,2019
276,o22,1,10,nickel even,shotgun 3-wide,7,3.0,1.0,1.0,scramble,mccaffrey,pass,1,"
scramble type substance here as mccaffrey is sacked and then the pile lurches five yards forward across the los. mayfield(-1) beat around the corner at 8; does get enough to get his guy to fall. still in mccaffrey’s feet. he moves up, not comfortable throwing and then vansumeren(-1) sees his guy come through after taking a whack and losing contact. then it’s a rugby scrum. (pr, n/a, protection 0/2)
",22,10,0,,0.2,0.4,0.4,0.6,1,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,60,2019
277,o21,2,9,4-3 even,shotgun 4-wide tight,8,3.0,1.0,1.0,waggle corner,black,pass,inc (pen +15),"
fake to vansumeren, rollout to field. plenty of time for mccaffrey. he sees black has an edge on is guy and tosses a ball to the corner of the endzone; black (route +) is tackled. (not charted, 0, protection n/a)
",21,9,1,,0.2,0.4,0.4,0.6,1,,15.0,0.0,,1.0,0,15,1,0,0,0,0,0,2019-offense-vs-mtsu,61,2019
278,o6,1,g,4-3 over,shotgun twins twin te,7.5,2.0,1.0,2.0,arc zone keeper,mccaffrey,run,6,"
as open as everything else. mccaffery(+1), rps +2. no blocks needed.
",6,6,0,,0.4,0.4,0.45,0.6,0,6.0,6.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,62,2019
279,o3,2pt,2pt,goal line,shotgun 2back qb,10,1.0,2.0,1.0,yakety mesh,,run,-2,"
jet fake to mccaffrey. vansumeren pulls across the other way into the flat. patterson thinks he’s in a real mesh, i think, when this is a pass? knocked out of his hands, ground, whatever. not charted.
",3,3,0,,0.4,0.4,0.4,0.575,0,-2.0,-2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,63,2019
280,m15,1,10,30 nickel slide,shotgun twins twin te,6.5,2.0,1.0,2.0,inside zone,vansumeren,run,3,"
run away from the te side. onwenu(+2) mauls a guy ruiz(+0.5) posted up and opens up a gap. mayfield’s kick(-0.5) is meh so there’s some question about it but there’s still a gap and at worst you get tackled from the side and get some yac. vansumeren(-1) doesn’t hit it, instead going directly upfield into a mess.
",85,10,0,,0.4,0.4,0.35,0.55,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,64,2019
