,Ln,Dn,Ds,DForm,OForm,Box,WR,RB,TE,Play,Player,Type,Yards,description,YTEZ,YTG,PassDown,Block,RollingAvg5,RollingAvg10,RollingAvg20,RollingAvg40,TypeNum,YardsGained,NetYards,Catch,Success,NetSuccess,3yds,PenaltyYards,FirstDown,BigPlay,BigPlay10+,BigPlay20+,BigPlay30+,BigPlay40+,Game,PlayNum,Year
54,o23,3,10,4-3 over,shotgun trips te,7,3.0,1.0,1.0,hitch,bell,pass,22,"
bell sits down against a zone and drifts away from the defender; patterson has this out quick. ball takes bell back to the defender a step so he can use his momentum against a guy going the other way. bell(+2) beats him, missed tackle. he then gets under a safety tackle and drives to the goal line. (ca, 3, protection 2/2)
",23,10,1,,0.6,0.7,0.6,0.5,1,22.0,22.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-rutgers,54,2019
55,o1,1,g,goal line,ace 3-wide tight,10,3.0,1.0,1.0,qb sneak,patterson,run,1,"
michigan wins the rugby scrum.
",1,1,0,,0.8,0.7,0.65,0.5,0,1.0,1.0,,1.0,1.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,55,2019
56,m49,1,10,4-3 even,shotgun trips te,7,3.0,1.0,1.0,counter,wilson,run,4,"
iz look with runyan pulling all the way to the backside. mayfield(-1) gets a downblock but loses his guy late; he’s only relevant after some yards but kind of want this seal to be permanent. onwenu(+1) checks a dt and he’s gone so he extends to a lb and seals him. dpj cracks down on a db and runyan goes and hits the same guy; kind of want runyan to pop outside he dpj block but that would be weird. mayfield’s guy chases wilson away from a vertical lane that is otherwise promising.
",51,10,0,,0.6,0.6,0.6,0.5,0,4.0,4.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,56,2019
57,o47,2,6,4-3 over,shotgun 3-wide,7,3.0,1.0,1.0,drag,black,pass,inc,"
ball is turfed at the feet of a very covered black. (in, 0, protection 1/1)
",47,6,0,,0.4,0.5,0.6,0.5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,57,2019
58,o47,3,6,okie one,shotgun trips,7,3.0,1.0,1.0,angle,dpj,pass,8,"
dpj motions behind eubanks, threatens out, cuts back in, open. milton hums one that converts because dpj is able to bring in a diving catch. (ma, 2, protection 1/1)
",47,6,1,,0.4,0.5,0.6,0.525,1,8.0,8.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,58,2019
59,o39,1,10,nickel even,shotgun trips,6.5,3.0,1.0,1.0,inside zone,haskins,run,12,"
qb might run indicator. lb flared wide, comes. give clear. runyan(+2) hammers a guy trying to slant inside of him and puts him yards downfield. with the crash gone and the lb gone haskins gets a wide open backside lane. ruiz(+0.5) and bredeson(+0.5) got blocks that were not too tough.
",39,10,0,,0.6,0.6,0.6,0.525,0,12.0,12.0,,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-rutgers,59,2019
60,o27,1,10,30 nickel slide,shotgun 4-wide,6.5,3.0,1.0,1.0,inside zone,haskins,run,10,"
de pops outside of mayfield(+1) and mayfield handles it; guy is going for the qb; overhang lb also focused on qb. onwenu(+0.5) gets a free release and gets to a lb; ruiz(+1) had a read to make and did so; also getting to a lb. the overhang guy is able to chase and get haskins from behind.
",27,10,0,,0.4,0.6,0.55,0.525,0,10.0,10.0,,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,60,2019
61,o17,1,10,nickel even,shotgun 4-wide,6.5,3.0,1.0,1.0,inside zone,haskins,run,15,"
again a scrape; runyan(+1) reads it and gets enough of the crash end to remove him and that’s 2 for 1 with the lb gone. bredeson(+0.5) and ruiz(+0.5) both get blocks and haskins(+1) hits the hole hard.
",17,10,0,,0.4,0.5,0.5,0.525,0,15.0,15.0,,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-rutgers,61,2019
62,o2,1,g,goal line,shotgun 4-wide tight,11,3.0,1.0,1.0,inside zone,haskins,run,0,"
tempo, ru sells out and gets underneath a couple of ol. mayfield(-1) is one; kind of think onwenu chose wrong but if he’s going duo here this is what he’s got to do. rps -1.
",2,2,0,,0.4,0.4,0.5,0.5,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,62,2019
63,o2,2,g,goal line,i-form big,10,1.0,1.0,3.0,down g,haskins,run,1,"
schoonmaker(-1) blocks down on a de and that guy back-jukes him; he runs by and that guy is probably the difference between a td and not quite.
",2,2,0,,0.2,0.3,0.5,0.475,0,1.0,1.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,63,2019
64,o1,3,g,goal line,i-form big,10,1.0,1.0,3.0,qb sneak,milton,run,0,"
the bush push play; why is m having all do this instead of mason? i have questions. milton scores but just before they rule him down for progress. meh.
",1,1,0,,0.0,0.3,0.5,0.45,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,64,2019
65,o1,4,g,goal line,i-form big,10,1.0,1.0,3.0,qb naked boot,milton,run,1,"
ain’t nobody here but us chickens. rps +1
",1,1,0,,0.0,0.2,0.45,0.425,0,1.0,1.0,,1.0,1.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,65,2019
66,m28,1,10,4-3 over,shotgun trips te,7,3.0,1.0,1.0,inside zone,bvs,run,0,"
rps is off but this is rps as m goes with a fake bubble on the handoff instead of a read; ru fires a lb down and crushes this run.
",72,10,0,,0.0,0.2,0.4,0.425,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,66,2019
67,m28,2,10,4-3 over,shotgun twins twin te,7.5,2.0,1.0,2.0,waggle te flat,schoonmaker,pass,29 +15 pen,"
waggle, schoonmaker(+1) outruns a guy to the flat and milton puts it on him so he doesn’t have to break stride; schoonmaker then shows impressive athleticism down the sideline. (ca, 3, n/a) schoonmaker targeted at the end of the paly.
",72,10,1,,0.0,0.2,0.35,0.4,1,,29.0,,,1.0,0,0,1,0,0,0,0,0,2019-offense-vs-rutgers,67,2019
68,o28,1,10,4-3 over,shotgun twins twin te,6.5,2.0,1.0,2.0,pin and pull,capitinia,run,5,"
i’m just here for the next play.
",28,10,0,,0.2,0.2,0.35,0.425,0,5.0,5.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,68,2019
69,o23,2,5,nickel even,shtogun 4-wide,6,3.0,1.0,1.0,corner,jackson,pass,23,"
jackson gets one on one with a safety; he looks inside; milton puts it outside, throwing him open. jackson adjusts for the td. (ca, 3, protection 1/1)
",23,5,0,,0.2,0.1,0.35,0.425,1,23.0,23.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-rutgers,69,2019
70,m25,1,10,nickel even,shotgun 4-wide,6,3.0,1.0,1.0,improv,bell,pass,68,"
patterson looks at double outs to the boundary and then aborts as uw drops a standup de into them. he might have black but can’t really complain. can complain that he doesn’t flip to read the other side of the field, where collins and charbonnet are both very open. patterson scrambles out of the pocket, finding bell on a slant he turned into a y cross; bell outruns a tackle and turns in a big play. (ca+, 3, protection 2/2)
",75,10,0,,,,,,1,68.0,68.0,1.0,1.0,1.0,1,0,0,1,1,1,1,1,2019-offense-vs-wisconsin,0,2019
71,o7,1,g,4-3 under,shotgun 2te,7,2.0,1.0,2.0,slant,collins,pass,inc,"
trying to get a 2te set with mason on the field, to. uw plays soft on the edge, slant is good option. collins gets inside and then the db grabs him around the waist, which prevents him from jumping and the ball goes over his head. this ball is fine as long as the referees (-2) call a blatant pi. (ca, 0, protection 1/1)
",7,7,0,,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,1,2019
72,o7,2,g,4-3 under,pistol 2te,7,2.0,1.0,2.0,inside zone,mason,run,3,"
no read at all, great demo of why reads are important. m blocks iz, leaves an end unblocked. they do a good job blasting guys downfield but zero threat of a keeper allows the end to clean up. mayfield(+1) and mckeon(+1) turn in one end with mckeon extending to a lb block. onwenu(+1) and ruiz(+1) put the nt four yards downfield. mason(-3) does have to cut back to the de and gets three yards but takes back to back shots to the ball within about a half second and puts it on the ground. he’s gripping this thing with both hands, i don’t think this is a positional issue, i think it’s just stupid fluck. rps -1.
",7,7,0,,1.0,1.0,1.0,1.0,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,2,2019
73,m20,1,10,2-4-5,shotgun 4-wide,5.5,3.0,1.0,1.0,hitch,black,pass,5,"
quick pitch and catch with a vertical route from mckeon impeding a lb a hair; black(-1) has six yards on the catch and will easily have three more in yac if he just goes right upfield. instead he tries to dodge the lb and ends up losing a yard. guh. (ca, 3, protection 1/1)
",80,10,0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,5.0,5.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,3,2019
74,m25,2,5,2-4-5,shotgun 3-wide,6,3.0,1.0,1.0,post,bell,pass,inc,"
the diving catch that’s overturned. since everyone including pereria said it was a catch bell gets credit. this is a dart but it requires this attempt at a dive and makes this a circus catch. (ma, 1, protection 2/2)
",75,5,0,,0.75,0.75,0.75,0.75,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,4,2019
75,m25,3,5,nickel over,shotgun 4-wide,6,3.0,1.0,1.0,te out,mckeon,pass,inc,"
patterson again gets caught looking at the boundary when dual outs get met with a standup de dropping into coverage. patterson has neither wr to the boundary, but never bothers to check the field. there he can try to find collins on an in where he’s got good body position. instead a throw into double coverage. (br, 0, protection 2/2)
",75,5,1,,0.8,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,5,2019
76,m25,1,10,2-4-5,shotgun 3-wide,6.5,3.0,1.0,1.0,rpo pin and pull,turner,run,1,"
great contrast between the dl spots m is in that make the wisconsin pulls very effective and… this. uw has the dt pinched tight. m pulls c and lg, which means the nose tackle gets to shoot inside of onwenu and onwenu has zero chance. other nt is outside of bredeson; runyan(-1) does not seal him inside; he rips outside. on these i assume pin and pull rules and not straight up “if the opponent has a 1 tech we’re boned” so ruiz -2 for getting the line call wrong and pulling when onwenu should. lbs staying back a bit so give likely correct. uw really sitting on these rpo slants with little else on their mind.
",75,10,0,,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,1.0,1.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,6,2019
77,m26,2,9,2-4-5,shotgun 3-wide tight,6.5,3.0,1.0,1.0,scramble,patterson,pass,4,"
patterson has forever. can’t find anyone; all routes are on the screen so yeah, no one open. hitches to boundary, nope, te flat, nope, bell on an in maybe but there’s a lb sitting five yards deep who’s going to make that difficult. patterson scrambles for more than any throws are going to get. (scr, n/a, protection 2/2, rps -1)
",74,9,1,,0.6,0.7142857142857143,0.7142857142857143,0.7142857142857143,1,4.0,4.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,7,2019
78,m30,3,5,2-4-5,shotgun trips tight bunch,7,3.0,1.0,1.0,improv,dpj,pass,inc (pen),"
mesh. it does pop collins open as the ump is used productively, but patterson doesn’t have the patience. it looks for a second like uw is going to get through with a four man rush that fires a mlb as #4 but onwenu(gold star!) comes off the nt, literally knocks the mlb over, and patterson could find collins if he just slides over a bit and remains calm. not happening. he breaks the pocket and does find dpj(-2), who gets blown up before the catch for a pi and then taunts someone on a defense that has not yet given up a first down for a pf. (ca, 0, protection 2/2)
",70,5,1,,0.8,0.75,0.75,0.75,1,,0.0,0.0,,1.0,0,0,1,0,0,0,0,0,2019-offense-vs-wisconsin,8,2019
79,m21,1,10,4-3 under,shotgun trips te,6.5,2.0,1.0,2.0,flare screen,eubanks,pass,11,"
not quite a bubble since eubanks comes from weirdly deep and is also the #3 wr; bubbles hit quicker. but wisconsin isn’t far off so yea fine. wisconsin nickel messes up and goes inside of black(+1), who makes the block, first down. (ca, 3, screen, rps +1)
",79,10,0,,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,1,11.0,11.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-wisconsin,9,2019
80,m32,1,10,base 3-4,shotgun twin te,7,2.0,1.0,2.0,pa te out,eubanks,pass,inc,"
mesh fake, patterson pulls. eubanks blocks for a second and then chucks the olb past him, releasing. patterson fakes running for a second and then pulls up to throw. he’s got the olb in his face, tough situation. s is moving out on eubanks; patterson throws, it’s behind eubanks and he can’t bring in the one handed stab. this will work better later with mccaffrey. (in, 1, protection n/a)
",68,10,0,,0.8,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,10,2019
81,m32,2,10,base 3-4,shotgun trips te,6,2.0,1.0,2.0,pa dumpoff,turner,pass,4,"
pa, deep drop, trying to hit something big. three guys go vertical, two deep s. a third corner goes deep with collins. the other eight guys come up on the playfake. you know me; take the shot. instead a checkdown. no downfield takes but you’ve got zero pressure and one on one coverage. meh. (ma, 3, protection 3/3)
",68,10,1,,0.8,0.8,0.8181818181818182,0.8181818181818182,1,4.0,4.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,11,2019
82,m36,3,6,2-4-5,shotgun 4-wide,6,3.0,1.0,1.0,slant?,johnson,pass,inc,"
bad from ruiz(-1) and bredeson(-1), who get driven back into patterson by one guy. olb is looping around the one guy and is in clean, patterson has to throw. he gets hit on the throw and it sails, but he appears to be throwing at a very covered johnson(route -), who lost off the los badly. nobody else seems open either. (pr, 0, protection 0/2)
",64,6,1,,1.0,0.8,0.8333333333333334,0.8333333333333334,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,12,2019
83,m25,1,10,nickel even,shotgun 3-wide,6.5,3.0,1.0,1.0,rpo slant,bell,pass,inc,"
pull here maybe a little dubious since there’s a safety sitting in the slant area. that guy does m a favor by vacating for no apparent reason. ball is way behind bell and pbud. (in, 0, rpo, rps -1).
",75,10,0,,1.0,0.9,0.8461538461538461,0.8461538461538461,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,13,2019
84,m25,2,10,nickel even,shotgun twins,6.5,2.0,1.0,2.0,waggle deep out,bell,pass,inc,"
stretch to boundary fake does pull the front away; patterson has plenty of time to find bell, who’s open as the cb to the field sucks up on collins. 20 yards go out the window as patterson misses and bell can’t make another diving catch. (in, 1, protection n/a, rps +1)
",75,10,1,,1.0,0.9,0.8571428571428571,0.8571428571428571,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,14,2019
85,m25,3,10,nickel even,shotgun empty quads,6,3.0,1.0,1.0,fly,collins,pass,inc (pen +15),"
line sets wrong as uw sends both lbs and backs an olb out. bredeson has to let a guy go and does. runyan(-1) beat around the corner at 9 yards; patterson could step up except for the blitz issue. he’s gonna get hammered so he punts it up to collins, who gets run over for a flag. i do wonder about not seeing mckeon right in the middle of the field. (pr, 0, protection 0/2, team -1)
",75,10,1,,1.0,0.9,0.8666666666666667,0.8666666666666667,1,,15.0,0.0,,1.0,0,15,1,0,0,0,0,0,2019-offense-vs-wisconsin,15,2019
86,m40,1,10,2–4-5,pistol 3-wide,7,3.0,1.0,1.0,belly,charbonnet,run,3,"
jet fake. this appears to be an auto check from uw that converts the cb into a blitzer. with an overhang lb for the jet and a shuffle end for the qb it’s a give and the shuffle end is already moving to charbonnet on the mesh. charbonnet decides to go front side despite this looking like rr’s old belly play where mayfield and mckeon are hammering at the nt and trying to clear a path away from the end. ruiz(-1) loses the other end; charbonnet cuts to the cb blitz and gets tackled by it. rps –1.
",60,10,0,,1.0,0.9,0.875,0.875,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,16,2019
87,m43,2,7,2-4-5,shotgun 4-wide,5.5,3.0,1.0,1.0,rpo slant,mckeon,pass,inc,"
you know it’s bad when you’re running a supposed rpo and dl are getting their hands up to bat passes. this one may have had a chance; instead it is intercepted. (ba, 0, rpo,  rps -1)
",57,7,0,,0.8,0.9,0.8235294117647058,0.8235294117647058,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,17,2019
88,m15,1,10,2-4-5,pistol twin te,6.5,2.0,1.0,2.0,inside zone,turner,run,-3,"
arc action with mckeon as the arc guy after lining up playside, no pull. olb tears for the mesh point; patterson(-2) gives it to a doomed turner. patterson may or may not have an opportunity on the outside depending on what mckeon does on his block but this is always a tfl on a give. rps -2.
",85,10,0,,0.8,0.9,0.8333333333333334,0.8333333333333334,0,-3.0,-3.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,18,2019
89,m12,2,13,okie one,shotgun 3-wide,6,3.0,1.0,1.0,sack,,pass,-8,"
bredeson(-2) airballs on a blitzer. (pr, n/a, protection 0/2)
",88,13,1,,0.6,0.8,0.7894736842105263,0.7894736842105263,1,-8.0,-8.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,19,2019
90,m4,3,21,nickel under,shtogun 4-wide,6,3.0,1.0,1.0,screen,charbonnet,pass,-1,"
uw lucky here as their nt falls down and is able to get back up just when charbonnet catches the ball. this wasn’t getting the first down but could have been useful field position. (ca, 3, screen)
",96,21,1,,0.6,0.8,0.8,0.8,1,-1.0,-1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,20,2019
91,m25,1,10,2-4-5,shotgun 3-wide,6.5,3.0,1.0,1.0,fly,bell,pass,inc,"
mayfield(-2) spun through so patterson gets lit up on a throw nowhere near anyone. punting it up to bell in bracket coverage so i’m not optimistic. (pr, 0, protection 0/2)
",75,10,0,,0.6,0.8,0.8,0.8095238095238095,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,21,2019
92,m25,2,10,2-4-5,shotgun 3-wide,6,3.0,1.0,1.0,in,dpj,pass,inc,"
mccaffrey. good protection this time but mccaffrey hitches up twice and gets hit just after his throw. mccaffrey stares down dpj the whole time and nearly throws a pick as four guys converge on one spot, woof. collins open. (brx, 0, protection 2/2)
",75,10,1,,0.8,0.8,0.8,0.8181818181818182,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,22,2019
93,m25,3,10,2-4-5,shotgun trips te,6,3.0,1.0,1.0,qb lead off tackle,mccaffrey,run,9,"
this is a new play and a clever one with a mesh point that immediately leads into mccaffrey running off tackle with haskins as his lead blocker. i’m not grading this since this is mutually agreed on halftime.
",75,10,1,,0.8,0.8,0.85,0.8260869565217391,0,9.0,9.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,23,2019
94,m25,1,10,base 3-4,shotgun 2te,7.5,2.0,1.0,2.0,split zone,turner,run,6,"
i mean this should have been the first play of the game. mesh point, eubanks pulls across and barely needs a block since the end is looking for arc. onwenu(+0.5) and mayfield(+0.5) shoot a dt down the line; mckeon(-1) contacts an ilb and has him inside for a second and then gets shed; with bell(-1) ineffectually cracking down on a db turner’s big gap gets closed down quick. turner(+1) is able to spin through the db tackle but immediately gets hit by mckeon’s guy.
",75,10,0,,0.8,0.7,0.8,0.7916666666666666,0,6.0,6.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,24,2019
95,m31,2,4,base 3-4,shotgun twins,7.5,2.0,1.0,2.0,pa te short fade,eubanks,pass,9,"
eubanks pulls for arc stuff again and then releases downfield. olb goes with him instead of attacking the qb, which is a bit of a surprise. mccaffrey has to lay in a nice touch pass off his back foot as he’s getting pressure, and does. (do, 3, protection n/a)
",69,4,0,,0.6,0.6,0.75,0.76,1,9.0,9.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,25,2019
96,m40,1,10,base 3-4,shotgun 3-wide,6.5,2.0,1.0,2.0,inside zone,turner,run,6,"
this goes right up the gut as ruiz(+2) obliterates the nt with a little help from onwenu(+0.5). mayfield(-0.5) couldn’t really do anything with the other de and he slides down to tackle.
",60,10,0,,0.6,0.6,0.75,0.7692307692307693,0,6.0,6.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,26,2019
97,m46,2,4,base 3-4,shotgun 3-wide,7,3.0,1.0,1.0,te deep cross,mckeon,pass,inc,"
mccaffrey stands in a pretty decent pocket until mckeon clears the second level; he actually throws this anticipating that mckeon will break past the guys in zone. this is as hair wide but really should be caught. (ca, 2, protection ½, ruiz -1). ruiz got spun through late.
",54,4,0,,0.4,0.6,0.75,0.7407407407407407,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,27,2019
98,m46,3,4,2-4-5,shotgun 3-wide,6,3.0,1.0,1.0,hitch,black,pass,inc,"
this is way wide of black but it might be because black screwed up? he runs straight downfield and stops and is basically on the numbers. this is a zone and if mccaffrey throws this at black it’s a pbu or int. if black runs an out this is on him. meanwhile, collins crushes a jam at the bottom of the screen and is open. (ma, 0, protection 1/1, black route -)
",54,4,0,,0.4,0.6,0.75,0.75,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,28,2019
99,m25,1,10,2-4-5,shotgun 4-wide,6,3.0,1.0,1.0,cross,bell,pass,inc,"
protection good; mccaffrey doesn’t have to move but his timer goes off and he slides in a gap in the line. he keeps his eyes downfield and fires a dart to bell. i cannot tell if this is behind bell or not given the tape quality but i think this is pretty catchable ball? maybe a little behind bell but catchable. (ca, 2, protection 2/2)
",75,10,0,,0.6,0.7,0.75,0.7586206896551724,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,29,2019
100,m25,2,10,2-4-5,shotgun 3-wide,6,3.0,1.0,1.0,inside zone,turner,run,2,"
this would be a missed read if it was a read, which it is not. mayfield(-2) expects the de to be force and flares out. de jumps inside him. onwenu(+1) and ruiz(+1) clobber the nt, with onwenu getting to the second level. bredeson(+0.5) also gets a second level block. turner gets whacked by mayfield’s de.
",75,10,1,,0.8,0.7,0.75,0.7666666666666667,0,2.0,2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,30,2019
101,m27,3,8,nickel over,shotgun trips,6,3.0,1.0,1.0,scramble,mccaffrey,pass,7 +15 pen,"
good protection; mccaffrey slides away from everyone and is completely out of the pocket. he takes off. in today’s edition of stop sliding mccaffrey gives himself up before the sticks and gets clocked in the head for his troubles. just dive forward like a human, this happens more often when you do something dumb like slide. i feel a bit for the uw safety but he lowers his helmet and strikes mccaffrey with the crown, no ambiguity here. (scr, n/a, protection 2/2)
",73,8,1,,0.6,0.6,0.7,0.7419354838709677,1,,7.0,,,1.0,0,0,1,0,0,0,0,0,2019-offense-vs-wisconsin,31,2019
102,m49,1,10,base 3-4,shotgun 3-wide,7,3.0,1.0,1.0,belly,charbonnet,run,3,"
shuffle end shuffling inside, should be a keep, give, charbonnet gets eaten up by end. mccaffrey -1, mayfield(+0.5), mckeon(+0.5).
",51,10,0,,0.8,0.6,0.7,0.75,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,32,2019
103,o48,2,7,base 3-4,shotgun 3-wide,7,3.0,1.0,1.0,drag,bell,pass,13,"
three man rush beat up. this is a bit of a dubious throw as olb has dropped into a short zone and this could be an immediate tackle for four yards; bell(+1) dodges it and creates a first down. charbonnet wide open to other side of the field but i guess this is open enough. (ca, 3, protection 1/1)
",48,7,0,,0.6,0.5,0.65,0.7272727272727273,1,13.0,13.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-wisconsin,33,2019
104,o35,1,10,base 3-4,shotgun 3-wide,7,2.0,1.0,2.0,pa post?,bell,pass,inc,"
two hitches on the outside and then bell running some weird route that looks like a slant when it leaves the screen and turns into some deep route. mccaffrey throws this nowhere near bell, and he did have a lot of space to throw him open in. no replay, unfortunately. not a huge fan of a pa on which there’s one deep option and zilch else. (in, 0, protection 2/2)
",35,10,0,,0.6,0.6,0.65,0.7352941176470589,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,34,2019
105,o35,2,10,base 3-4,shotgun 2te,7,2.0,1.0,2.0,pa te short fade,mckeon,pass,18,"
very similar to previous eubanks hit on previous drive. mckeon blocks for a second and then releases, beating a lb and s down the field. mccaffrey again throws a nice touch pass to convert. (ca, 3, protection n/a, rps +1)
",35,10,1,,0.6,0.7,0.65,0.7428571428571429,1,18.0,18.0,1.0,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-wisconsin,35,2019
106,o17,1,10,2-4-5,shotgun 3-wide,6,3.0,1.0,1.0,zone read keeper,mccaffrey,run,5 + 6 pen,"
gotta be a uw bust as the olb fires way way inside of mckeon and the lbs go the same way. pull read is obvious; uw has overplayed this so much that a give to turner that breaks back behind mckeon also works. mccaffrey beats the lb who false stepped to the corner and turns it up; he leaps a s dpj(-1) got a little of but not much, and then the lb grabs him; s hammers him in the head for a second targeting call, and that’s all for mccaffrey. this is some asshole headhunting by this guy and should have drawn a longer suspension.
",17,10,0,,0.8,0.7,0.65,0.75,0,,5.0,,,1.0,0,0,1,0,0,0,0,0,2019-offense-vs-wisconsin,36,2019
107,o6,1,g,3-4 under,shotgun twin te,7.5,2.0,1.0,2.0,improv,mckeon,pass,6,"
pa complete with a guard pull and max pro with three guys in the route. none of them are over the middle? on first and goal pa? i don’t get it. patterson has eons of time and eventually rolls out of the pocket to find mckeon on the sideline. (ca+, 2, protection 3/3)
",6,6,0,,0.6,0.7,0.65,0.7297297297297297,1,6.0,6.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,37,2019
108,o3,pt,pt,nickel even,shotgun 3-wide,6,3.0,1.0,1.0,cross,black,pass,3,"
patterson appears to look off a s by checking eubanks and then comes to black(route+), who beat the cb to the inside and starts running along the back line of the endzone; patterson fires a dart. (ca, 3, protection 1/1)
",3,3,0,,0.8,0.7,0.65,0.7368421052631579,1,3.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,38,2019
109,m27,1,10,base 3-4,shotgun trips te,6,3.0,1.0,1.0,flare screen,eubanks,pass,0,"
this is bad matchup for black(-1), who gets a uw olb instead of a db. his block goes badly in part because he looks inside for some reason and loses focus; eubanks cut immediately on the catch. (ca, 3, screen, rps -1)
",73,10,0,,0.8,0.7,0.7,0.7435897435897436,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,39,2019
110,m27,2,10,2-4-5,shotgun trips,6,3.0,1.0,1.0,fade,dpj,pass,inc,"
slot fade from dpj. protection excellent. patterson steps up and fires way long and inside. dpj had a good bit of space to the outside. (in, 0, protection 2/2)
",73,10,1,,0.8,0.7,0.7,0.75,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-wisconsin,40,2019
